Type ligne ;Type Budget;code;Mission;Ministere;Libelle;Libelle abrege
SSA;BG;216-10-03;;;Actions pour améliorer la tranquillité publique;
SSA;BG;216-10-04;;;Prévention de la radicalisation;
SSA;BG;216-10-05;;;Actions de sécurisation;
ACT;BG;216-99;;;Dépenses de personnel du programme à reventiler;
PGM;BG;354;AB;09;Administration territoriale de l'État;Adm terr État
ACT;BG;354-01;;;Coordination de la sécurité des personnes et des biens;
ACT;BG;354-02;;;Réglementation générale, garantie de l'identité et de la nationalité et délivrance des titres;
ACT;BG;354-05;;;Fonctionnement courant de l'administration territoriale;
ACT;BG;354-06;;;Dépenses immobilières de l'administration territoriale;Dép immo ATE
ACT;BG;354-03;;;Contrôle de légalité et conseil aux collectivités territoriales;
ACT;BG;354-99;;;Dépenses de personnel du programme à reventiler;
ACT;BG;354-04;;;Pilotage territorial des politiques gouvernementales;
MSN;BG;DB;;;Économie;Économie
PGM;BG;134;DB;21;Développement des entreprises et régulations;DévEntreprises&Régulation
ACT;BG;134-22;;;Contrats à impact social;
ACT;BG;134-23;;;Industrie et services;
ACT;BG;134-04;;;Développement des postes, des télécommunications et du numérique;
ACT;BG;134-15;;;Mise en oeuvre du droit de la concurrence (Autorité de la concurrence);
ACT;BG;134-99;;;"Dépenses de personnel à reventiler du programme ""Développement des entreprises et de l'emploi""";
ACT;BG;134-08;;;Expertise, conseil et inspection;
SSA;BG;134-08-01;;;Conseil général de l'industrie, de l'énergie et des technologies (CGIET);
ACT;BG;134-13;;;Régulation des communications électroniques et des postes (ARCEP);
ACT;BG;134-07;;;Développement international des entreprises et attractivité du territoire;Exportations/attractivité
ACT;BG;134-24;;;Régulation concurrentielle des marchés, protection économique et sécurité du consommateur;
PGM;BG;220;DB;21;Statistiques et études économiques;Stat.ÉtudesÉconomiques
ACT;BG;220-03;;;Information démographique et sociale;
ACT;BG;220-07;;;Formation initiale;Formation
ACT;BG;220-02;;;Information sur les entreprises et synthèses économiques;
SSA;BG;220-02-01;;;Information sur les entreprises et synthèses économiques hors secteur industrie;
SSA;BG;220-02-02;;;Information sur les entreprises et synthèses économiques secteur industrie (SESSI);
ACT;BG;220-01;;;Infrastructure statistique;
SSA;BG;220-01-01;;;Infrastructures statistiques hors recensement de la population;
SSA;BG;220-01-02;;;Recensement de la population;
SSA;BG;220-01-03;;;"Personnel concourant à l'action ""Infrastructure statistique""";
ACT;BG;220-05;;;Pilotage et soutien;
ACT;BG;220-06;;;Action régionale;
ACT;BG;220-99;;;Dépenses de personnel du programme à reventiler;
PGM;BG;305;DB;21;Stratégie économique et fiscale;Stratégie économique et f
ACT;BG;305-01;;;Définition et mise en oeuvre de la politique économique et financière de la France dans le cadre national, international et européen;
ACT;BG;305-03;;;Elaboration de la législation fiscale;
ACT;BG;305-02;;;Développement international de l'économie française;
PGM;BG;343;DB;21;Plan France Très haut débit;Très haut débit
ACT;BG;343-01;;;Réseaux d'initiative publique;Réseaux iniative publique
MSN;BG;DC;;;Direction de l'action du Gouvernement;DirectionActionGvnt
PGM;BG;129;DC;12;Coordination du travail gouvernemental;CoordTravailGouvtal
ACT;BG;129-03;;;Coordination de la politique européenne;Coord. politique europ.
ACT;BG;129-02;;;Coordination de la sécurité et de la défense;Coord. de la sécu. & déf.
SSA;BG;129-02-01;;;Secrétariat général de la défense et de la sécurité nationale - Coordination des enseignements de défense et de sécurité;SG déf.nat. IHEDN
SSA;BG;129-02-02;;;Fonds spéciaux;
SSA;BG;129-02-03;;;Groupement interministériel de contrôle;GIC
ACT;BG;129-01;;;Coordination du travail gouvernemental;Coord. du travail gouvern
SSA;BG;129-01-01;;;Cabinet du Premier ministre et des ministres rattachés;Cabinet PM & min. ratt.
SSA;BG;129-01-02;;;Secrétariat Général du Gouvernement;SG Gouvernement
SSA;BG;129-01-03;;;Service d'Information du Gouvernement;Service Info. du Gouvern.
SSA;BG;129-01-06;;;Commissions rattachées aux services centraux;Comm ratt. aux serv. cent
SSA;BG;129-01-07;;;Commission d'indemnisation des victimes des essais nucléaires;CIVEN
ACT;BG;129-10;;;Soutien;
SSA;BG;129-10-01;;;Direction des services administratifs et financiers;Direct. serv. adm. & fin.
SSA;BG;129-10-03;;;Commission de vérification des fonds spéciaux;Comm. vérif. fonds spéc.
ACT;BG;129-99;;;"Dépenses de personnel du programme ""coordination du travail gouvernemental"" à reventiler";
ACT;BG;129-11;;;Stratégie et prospective;
SSA;BG;129-11-01;;;Centre d'analyse stratégique;Centre d'analyse strat.
SSA;BG;129-11-02;;;Conseil d'analyse économique;Conseil d'analyse écon.
SSA;BG;129-11-03;;;Conseil d'orientation des retraites;Cons. orientat. retraites
SSA;BG;129-11-04;;;Conseil d'analyse de la société;Conseil analyse de la sté
ACT;BG;129-13;;;Ordre de la Légion d'honneur;Ordre de Légion honneur
ACT;BG;129-15;;;Mission interministérielle de lutte contre les drogues et les conduites addictives;MILD&CA
ACT;BG;129-16;;;Coordination de la politique numérique;DINUM
PGM;BG;308;DC;12;Protection des droits et libertés;ProtecDroits&libertés
ACT;BG;308-12;;;Commission nationale de contrôle des techniques de renseignement;
ACT;BG;308-05;;;Contrôleur général des lieux de privation de liberté;CG lieux privat. liberté
ACT;BG;308-06;;;Autres autorités indépendantes;Autres autorités indép.
SSA;BG;308-06-03;;;Commission nationale consultative des droits de l'homme;Comm. Nat. Cons. dts l'H
SSA;BG;308-06-01;;;Commission d'accès aux documents administratifs;Comm. accès aux docs adm.
SSA;BG;308-06-02;;;Comité consultatif national d'éthique;Com. consul. Nat. éthique
ACT;BG;308-03;;;Conseil supérieur de l'audiovisuel;Cons sup de l'audiovisuel
ACT;BG;308-02;;;Commission nationale de l'informatique et des libertés;Comm. Nat. Info. & liber.
ACT;BG;308-09;;;Défenseur des droits;
ACT;BG;308-10;;;Haute autorité pour la transparence de la vie publique;Hte auto transp vie publ
ACT;BG;308-11;;;Régulation de la distribution de la presse;ARDP
ACT;BG;308-13;;;Commission du secret de la Défense nationale;
MSN;BG;AC;;;Agriculture, alimentation, forêt et affaires rurales;Agriculture
PGM;BG;149;AC;03;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire, de la forêt, de la pêche et de l'aquaculture;AgricAgroalForetPecheAqua
ACT;BG;149-24;;;Gestion équilibrée et durable des territoires;
SSA;BG;149-24-07;;;Indemnités compensatoires de handicaps naturels;
SSA;BG;149-24-01;;;Hydraulique agricole et ouvrages domaniaux;
SSA;BG;149-24-02;;;Formation et information des cadres syndicaux et professionnels de l'agriculture;
SSA;BG;149-24-03;;;Animation et développement rural;
SSA;BG;149-24-04;;;Actions en faveur du cheval menées au niveau national;
SSA;BG;149-24-05;;;foncier;
SSA;BG;149-24-06;;;Plan de maîtrise des pollutions d'origine agricole;
SSA;BG;149-24-08;;;Mesures agro-environnementales et climatiques et agricultures biologiques;
SSA;BG;149-24-09;;;Prime herbagère agro-environnementale;
SSA;BG;149-24-10;;;Aides à la diversification des cultures dans l'assolemen;
SSA;BG;149-24-11;;;Autres actions environnementales et pastoralisme;
SSA;BG;149-24-12;;;Boisement des terres agricoles;
SSA;BG;149-24-13;;;Actions d'expertise technique (eau et connaissance des sols);
SSA;BG;149-24-14;;;Autres actions de soutien aux syndicats;
ACT;BG;149-21;;;Adaptation des filières à l'évolution des marchés;
SSA;BG;149-21-08;;;Intervention en faveur des filières agroalimentaires;
SSA;BG;149-21-02;;;Emploi et innovation dans les industries agroalimentaires;
SSA;BG;149-21-03;;;Soutien à la production de sucre dans les départements d'outre-mer;
SSA;BG;149-21-04;;;Actions internationales;
SSA;BG;149-21-06;;;Fonds avenir bio;
SSA;BG;149-21-09;;;Autres actions d'adaptation des filières à l'évolution des marchés;
ACT;BG;149-22;;;Gestion des crises et des aléas de la production agricole;
SSA;BG;149-22-01;;;Aides conjoncturelle;
SSA;BG;149-22-02;;;Prêts de crise;
SSA;BG;149-22-04;;;Aides en faveur du redressement des exploitations en difficulté (AGRIDIFF);
SSA;BG;149-22-05;;;Fonds national de gestion des risques en agriculture;
ACT;BG;149-23;;;Appui au renouvellement et à la modernisation des exploitations agricoles;
SSA;BG;149-23-09;;;Plan de relance - Autres aides à la modernisation des exploitations agricole;
SSA;BG;149-23-01;;;Prêts à l'installation;
SSA;BG;149-23-02;;;Aides à la cessation d'activités;
SSA;BG;149-23-03;;;Stages à l'installation;
SSA;BG;149-23-04;;;Aides au départs (anciens dispositifs);
SSA;BG;149-23-05;;;Aides aux Coopératives d'Utilisation de Matériel Agricole (CUMA);
SSA;BG;149-23-06;;;Dotation aux jeunes agriculteurs;
SSA;BG;149-23-07;;;Fonds d'incitation et de communication pour l'installation en agriculture (FICIA);
SSA;BG;149-23-08;;;Compétitivité et adaptation des exploitations agricoles;
ACT;BG;149-25;;;Protection sociale;
SSA;BG;149-25-16;;;Réglementation et sécurité au travail;
SSA;BG;149-25-17;;;Incitation à l'emploi en agriculture et en milieu rural;
ACT;BG;149-26;;;Gestion durable de la forêt et développement de la filière bois;
SSA;BG;149-26-01;;;ONF - Versement compensateur;
SSA;BG;149-26-06;;;Acquisition de forêt par l'Etat ou les collectivités territoriales;
SSA;BG;149-26-02;;;ONF - Missions d'intérêt général;
SSA;BG;149-26-03;;;ONF - Autres subventions;
SSA;BG;149-26-04;;;Défense des forêts contre les incendies (DFCI);
SSA;BG;149-26-05;;;Restauration des terrains en montagne (RTM);
SSA;BG;149-26-07;;;Classement et lutte phytosanitaire;
SSA;BG;149-26-08;;;Chablis;
SSA;BG;149-26-09;;;Centre national de la propriété forestière (CNPF);
SSA;BG;149-26-10;;;Etudes et recherche;
SSA;BG;149-26-11;;;Prêts bonifiés;
SSA;BG;149-26-12;;;Fonds stratégique de la forêt et du bois (FSFB);
ACT;BG;149-27;;;Moyens de mise en oeuvre des politiques publiques et gestion des interventions;
SSA;BG;149-27-01;;;Institut français du cheval et de l'équitation (IFCE);
SSA;BG;149-27-08;;;Provision pour aléas - Refus d'apurement communautaire;
SSA;BG;149-27-02;;;Agence de services et de paiement (ASP);
SSA;BG;149-27-03;;;Office du développement agricole et rural de Corse (ODARC);
SSA;BG;149-27-04;;;Agence Bio;
SSA;BG;149-27-05;;;Institut national des appellations d'origine (INAO);
SSA;BG;149-27-06;;;France AgriMer;
SSA;BG;149-27-07;;;Office de développement de l'économie agricole d'outre-mer (ODEADOM);
SSA;BG;149-27-09;;;Autres moyens dédiés à la mise en oeuvre des politiques publiques et gestion des interventions;
ACT;BG;149-28;;;Pêche et aquaculture;
SSA;BG;149-28-04;;;Interventions socio-économiques;
SSA;BG;149-28-01;;;Suivi scientifique et des données;
SSA;BG;149-28-02;;;Contrôle des pêches;
SSA;BG;149-28-03;;;Appui technique;
SSA;BG;149-28-05;;;Interventions économiques non cofinancées par l'UE;
SSA;BG;149-28-06;;;Interventions économiques cofinancées par l'UE;
PGM;BG;215;AC;03;Conduite et pilotage des politiques de l'agriculture;Pilot.Agriculture
ACT;BG;215-02;;;Évaluation de l'impact des politiques publiques et information économique;
SSA;BG;215-02-01;;;Enquêtes statistiques et réseau d'information comptable agricole;
SSA;BG;215-02-07;;;Personnel de l'INSEE - Administrations centrale;
SSA;BG;215-02-08;;;Personnel de l'INSEE -DRAF;
SSA;BG;215-02-09;;;Personnel : moyens d'ajustement statistiques pour le recensement agricole;
SSA;BG;215-02-02;;;Recensement agricole;
SSA;BG;215-02-10;;;Personnel : moyens d'ajustement statistiques (hors recensement agricole);
SSA;BG;215-02-03;;;Etudes pour l'aide à la décision;
ACT;BG;215-03;;;Moyens des directions régionales de l'alimentation, de l'agriculture et de la forêt, des directions de l'alimentation, de l'agriculture et de la forêt et directions départementales des territoires (et de la mer);
SSA;BG;215-03-06;;;Gestion immobilière;
SSA;BG;215-03-03;;;Personnel : moyens d'ajustement des DRAAF, DAAF et DDT(M);
SSA;BG;215-03-09;;;Personnels permanents des DRAAF, DAAF et DDT(M);
SSA;BG;215-03-10;;;Personnels en DRAAF - Centres de prestations comptables mutualisés (CPCM) - Travaillant pour le MAAP;
SSA;BG;215-03-11;;;Personnels en DRAAF - Centres de prestations comptables mutualisés (CPCM) - Travaillant pour le MEEDM;
SSA;BG;215-03-07;;;Autres moyens (hors personnel);
SSA;BG;215-03-05;;;Formation continue;
SSA;BG;215-03-04;;;Actions sanitaires et sociales;
ACT;BG;215-01;;;Moyens de l'administration centrale;
SSA;BG;215-01-03;;;Formation continue;
SSA;BG;215-01-04;;;Gestion immobilière de l'administration centrale;
SSA;BG;215-01-02;;;Actions sanitaires et sociales;
SSA;BG;215-01-05;;;Autres moyens (hors personnel);
SSA;BG;215-01-01;;;Personnel permanent;
SSA;BG;215-01-06;;;Personnel : moyens d'ajustement;
ACT;BG;215-04;;;Moyens communs;
SSA;BG;215-04-01;;;Communication et diffusion de l'information - Fonds de communication : AFICAR;
SSA;BG;215-04-02;;;Communication et diffusion de l'information - Autres actions;
SSA;BG;215-04-03;;;Frais judiciaires et réparations civiles;
SSA;BG;215-04-04;;;Mise en oeuvre de la réforme de l'Etat;
SSA;BG;215-04-11;;;Politique immobilière (achat, construction et rénovation);
SSA;BG;215-04-12;;;Mise en oeuvre de la formation par l'INFOMA;
SSA;BG;215-04-14;;;Remboursement de personnel mis à disposition du ministère chargé de l'agriculture;
SSA;BG;215-04-15;;;Personnel mis à disposition par le ministère chargé de l'agriculture et autres dépenses;
SSA;BG;215-04-20;;;Suivi statistique et scientifique du milieu et des ressources halieutiques pour le compte de la communauté européenne - personnel - cofinancement partiel du FEP;
SSA;BG;215-04-21;;;Personnel des représentations françaises à l'étranger et organismes internationaux;
SSA;BG;215-04-17;;;Autres financements de personnel contribuant aux objectifs du ministère chargé de l'agriculture;
SSA;BG;215-04-16;;;Elèves et stagiaires en écoles ou en centres de formation;
SSA;BG;215-04-22;;;Systèmes d'information;
ACT;BG;215-99;;;"Dépenses de personnel du programme ""conduite et pilotage des politiques de l'agriculture"" à reventiler";
PGM;BG;206;AC;03;Sécurité et qualité sanitaires de l'alimentation;Sécurité&QualSanAlim
ACT;BG;206-03;;;Prévention et gestion des risques sanitaires liés aux denrées alimentaires;
SSA;BG;206-03-31;;;Inspection sanitaire dans les établissements du secteur alimentaire;Inspection SSA
SSA;BG;206-03-33;;;Lutte contre les zoonoses dans la chaîne alimentaire;Lutte contre les zoonoses
SSA;BG;206-03-35;;;Surveillance de la contamination des denrées et gestion des alertes;
SSA;BG;206-03-37;;;Appui à la gestion des risques sanitaires liés aux aliments;Appui gestion risques SSA
ACT;BG;206-05;;;Elimination des cadavres et des sous-produits animaux;
SSA;BG;206-05-50;;;Service public de l'équarrissage;Equarrissage
ACT;BG;206-04;;;Actions transversales;
SSA;BG;206-04-42;;;Moyens de fonctionnement de l'agence nationale chargée de la sécurité sanitaire de l’alimentation, de l’environnement et du travail (ANSES);
SSA;BG;206-04-43;;;Autres moyens scientifiques et techniques;
SSA;BG;206-04-45;;;Qualité nutritionnelle et sanitaire des produits (CPER);
SSA;BG;206-04-44;;;Système d'information de l'alimentation (SIAL);
SSA;BG;206-04-46;;;Brigade nationale d'enquêtes vétérinaires et phytosanitaires;BNEVP
SSA;BG;206-04-47;;;Inspection vétérinaire et phytosanitaire aux frontières;Inspection aux frontières
ACT;BG;206-02;;;Lutte contre les maladies animales et protection des animaux;
SSA;BG;206-02-20;;;Gestion des maladies animales (hors ESST);Gestion maladies animales
SSA;BG;206-02-21;;;Gestion des encéphalopathies spongiformes subaigües transmissibles (ESST);Gestion des ESST
SSA;BG;206-02-24;;;Plans d'urgence contre les épizooties et visites sanitaires;Plans d'urgence et VS
SSA;BG;206-02-27;;;Protection des animaux;
SSA;BG;206-02-29;;;Contrôle de l'alimentation animale et du médicament vétérinaire;
SSA;BG;206-02-22;;;Identification et traçabilité des animaux vivants;Identificat. des animaux
