beneficiaire,adresse,descriptif,montant,nom,prenom,departement,groupe,programme_budgetaire,ID_Acteur
"SAINT GENCE","SAINT GENCE","Travaux d'aménagement de l'école élémentaire",9000.00,BEAUBATIE,Catherine,Haute-Vienne,"Socialiste, républicain et citoyen",122-01,PA609845
"SAINT GERMAIN LA POTERIE",,"Travaux voirie",3000.00,MANCEL,Jean-François,Oise,"Les Républicains",122-01,PA2048
"SAINT GERMAIN LES PAROISSES",,"Achat terrain école communale",10000.00,BLANC,Étienne,Ain,"Les Républicains",122-01,PA267075
"Saint Germain-la-Rivière","Saint Germain-la-Rivière","Réfection de la toiture de la salle des fêtes",3000.00,BOUDIÉ,Florent,Gironde,"Socialiste, républicain et citoyen",122-01,PA606507
"SAINT GOBAIN","SAINT GOBAIN","RENOVATION MONUMENT HISTORIQUE VERRERIE",10000.00,DOSIÈRE,René,Aisne,"Socialiste, républicain et citoyen",122-01,PA1155
"Saint Hilaire de Brethmas","Saint Hilaire de Brethmas","remise en état de la voirie endommagée par les inondations",5000.00,VERDIER,Fabrice,Gard,"Socialiste, républicain et citoyen",122-01,PA606230
"SAINT HIPPOLYTE DU FORT","SAINT HIPPOLYTE DU FORT","Réhabilitation du stade de l'Hollande endommagé par les intéempéries des 17 et 18 septembre 2014",10000.00,DUMAS,William,Gard,"Socialiste, républicain et citoyen",122-01,PA1193
"Saint Hubert Club Viassois","1 chemin de la Croix-de-Fer 34450","club de chasse, protection de la campagne viassoise",1000.00,DENAJA,Sébastien,Hérault,"Socialiste, républicain et citoyen",113-07,PA606623
"SAINT IGEST","SAINT IGEST","Rénovation du Monument aux Morts",2200.00,MARCEL,Marie-Lou,Aveyron,"Socialiste, républicain et citoyen",122-01,PA330546
"SAINT ISMIER","SAINT ISMIER","Réhabilitation d'un terrain de boules",10000.00,VÉRAN,Olivier,Isère,"Socialiste, républicain et citoyen ",122-01,PA642788
"SAINT JACQUES d'ALIERMONT","SAINT JACQUES d'ALIERMONT","Aménagements de sécurité en traversée d'agglomération sur les RD 201 et 222",10000.00,HUREL,Sandrine,Seine-Maritime,"Socialiste, républicain et citoyen",122-01,PA304016
"SAINT JACQUES D'AMBUR","SAINT JACQUES D'AMBUR","Travaux de voirie",6000.00,"PIRES BEAUNE",Christine,Puy-de-Dôme,"Socialiste, républicain et citoyen",122-01,PA608172
"Saint Jans Cappel","Saint Jans Cappel","Accessibilité de la mairie par l'installation de 2 portes automatiques",5000.00,ALLOSSERY,Jean-Pierre,Nord,"Socialiste, républicain et citoyen",122-01,PA607892
"Saint Jean d'illac","Saint Jean d'illac","Saint Jean d'illac",10000.00,RÉCALDE,Marie,Gironde,"Socialiste, républicain et citoyen",122-01,PA341981
"Saint Jean de Luz","Saint Jean de Luz","Aménagement sécuritaire de l'allée Ximista",18000.00,ALAUX,Sylviane,Pyrénées-Atlantiques,"Socialiste, républicain et citoyen",122-01,PA608276
"Saint Jean de Valeriscle","Saint Jean de Valeriscle","remplacement partiel des portes et fenêtres de la mairie",5000.00,VERDIER,Fabrice,Gard,"Socialiste, républicain et citoyen",122-01,PA606230
"Saint Jean du bois","1 rue des étangs - 72430 St Jean du Bois","Construction salle multi-activités",18000.00,TOLMONT,Sylvie,Sarthe,"Socialiste, républicain et citoyen",122-01,PA608741
"SAINT JEAN DU PIN","SAINT JEAN DU PIN","Remplacement des portes et fenêtres de la mairie et de la bibliothèque",5000.00,DUMAS,William,Gard,"Socialiste, républicain et citoyen",122-01,PA1193
"Saint Jean-Baptiste - Belfort",Belfort,Fonctionnement,5000.00,MESLOT,Damien,Territoire-de-Belfort,"Les Républicains",232-04,PA267327
"Saint Jean-Baptiste de Grenelle",PARIS,"Achat de matériel",2000.00,GOUJON,Philippe,Paris,"Les Républicains",232-04,PA1521
"SAINT JULIEN EN BORN","Gilles DUCOUT                                          55 Place de la Mairie                           40170 SAINT JULIEN EN BORN","Construction de la Maison de la Nature",10000.00,DELAUNAY,Florence,Landes,"Socialiste, républicain et citoyen",122-01,PA342539
"SAINT JULIEN L'ARS","SAINT JULIEN L'ARS","Construction d'un city-stade",10000.00,CLAEYS,Alain,Vienne,"Socialiste, républicain et citoyen",122-01,PA872
"SAINT JUST EN CHAUSSEE
(communauté communes)",,"acquisition d'un broyeur de branches mutualisé",10000.00,DASSAULT,Olivier,Oise,"Les Républicains",122-01,PA998
"SAINT JUSTIN","Philippe LATRY                                          Place des tilleuls                                    40240 SAINT JUSTIN","Aménagement zone activités commerciales",10000.00,DELAUNAY,Florence,Landes,"Socialiste, républicain et citoyen",122-01,PA342539
"Saint Laurent animation","M. James PINSAULT, Président 7 bis, allée des Trembles 28210 - Saint Laurent la Gatine","Achat de matériels",3000.00,GORGES,Jean-Pierre,Eure-et-Loir,"Les Républicains",163-01,PA267151
"SAINT LAURENT DES ARBRES","SAINT LAURENT DES ARBRES","Travaux Mairie",2000.00,PRAT,Patrice,Gard,"Socialiste, républicain et citoyen",122-01,PA606225
"SAINT LAURENT L'ABBAYE","SAINT LAURENT L'ABBAYE","Réfection de toiture et d'isolation des bâtiments Mairie et Ecole",3000.00,CARRILLON-COUVREUR,Martine,Nièvre,"Socialiste, républicain et citoyen",122-01,PA267188
"SAINT LAURENT LE MINIER","SAINT LAURENT LE MINIER","Aménagement d'une salle de repos à l'école et mise aux normes de la salle repli en cas d'intempéries",30000.00,DUMAS,William,Gard,"Socialiste, républicain et citoyen",122-01,PA1193
"SAINT LEGER","4 rue de Vaulx 62128 SAINT LEGER","Création d'une salle d'évolution pour TAP",5000.00,COTTEL,Jean-Jacques,Pas-de-Calais,"Socialiste, républicain et citoyen",122-01,PA344114
"SAINT LEGER DU BOIS","SAINT LEGER DU BOIS","Rénovation de la façade de l'église",2922.00,BAUMEL,Philippe,Saône-et-Loire,"Socialiste, républicain et citoyen",122-01,PA608686
"SAINT LEGER EN BRAY",,"Cloture terrain de foot",1500.00,MANCEL,Jean-François,Oise,"Les Républicains",122-01,PA2048
"Saint Lieux les Lavaur","Saint Lieux les Lavaur","Aménagement d’une aire de jeux et création d’un terrain multisport",11000.00,GOURJADE,Linda,Tarn,"Socialiste, républicain et citoyen",122-01,PA609578
"SAINT LOUP","SAINT LOUP","Travaux d'assainissement",5000.00,CARRILLON-COUVREUR,Martine,Nièvre,"Socialiste, républicain et citoyen",122-01,PA267188
"Saint Macaire en Mauges","Saint Macaire en Mauges","Restauration de l’orgue de l’église",3950.00,BOURDOULEIX,Gilles,Maine-et-Loire,"Députés non inscrits",122-01,PA267433
"SAINT MARCEL CAMPES","SAINT MARCEL CAMPES","Réfection des murs de soutènement communaux",4823.00,VALAX,Jacques,Tarn,"Socialiste, républicain et citoyen",122-01,PA336112
"Saint Marcel de Careiret","Saint Marcel de Careiret","mise en accessibilité des bâtiments communaux",5000.00,VERDIER,Fabrice,Gard,"Socialiste, républicain et citoyen",122-01,PA606230
"Saint Marcel-Gosaldo Terres d'Amitiés","Saint Marcel Bel Accueil",Fonctionnement,1000.00,MOYNE-BRESSAND,Alain,Isère,"Les Républicains",224-02,PA2250
"Saint Martin du Vieux Bellême",,"Réalisation de trottoirs pour le lotissement du Colombier",4000.00,LOUWAGIE,Véronique,Orne,"Les Républicains",122-01,PA608016
"Saint Martin Gazelec","395, Av. du Dr FOURCADE
34070 MONTPELLIER","Achat de matériel et voyage de 15 jeunes du club au Maroc",2800.00,ROUMEGAS,Jean-Louis,Hérault,Écologiste,163-02,PA606545
"SAINT MARTIN LE NŒUD",,"Radars pédagogiques",2000.00,MANCEL,Jean-François,Oise,"Les Républicains",122-01,PA2048
"SAINT MARTIN SUR NOHAIN","SAINT MARTIN SUR NOHAIN","Mise aux normes d'accessibilité des EPR existants",4000.00,CARRILLON-COUVREUR,Martine,Nièvre,"Socialiste, républicain et citoyen",122-01,PA267188
"SAINT MATRE","SAINT MATRE","Aménagement traversée du village",7000.00,ORLIAC,Dominique,Lot,"Radical, républicain, démocrate et progressiste",122-01,PA332950
"Saint Médard en Jalles","Saint Médard en Jalles","Saint Médard en Jalles",10000.00,RÉCALDE,Marie,Gironde,"Socialiste, républicain et citoyen",122-01,PA341981
"SAINT MICHEL EN GREVE","SAINT MICHEL EN GREVE","Travaux isolation école",10000.00,"LE HOUEROU",Annie,Côtes-d'Armor,"Socialiste, républicain et citoyen",122-01,PA605888
"Saint Michel Gym",LINSELLES,Fonctionnement,1000.00,DAUBRESSE,Marc-Philippe,Nord,"Les Républicains",163-01,PA1001
"SAINT MICHEL L'OBSERVATOIRE","SAINT MICHEL L'OBSERVATOIRE","Acquisition d'un tableau interactifs numériques pour école maternelle",1200.00,CASTANER,Christophe,Alpes-de-Haute-Provence,"Socialiste, républicain et citoyen",122-01,PA605131
"Saint Michel Thubeuf",,"Travaux de maçonnerie et de ravalement de l'église Saint Léonard de Thubeuf",4500.00,LOUWAGIE,Véronique,Orne,"Les Républicains",122-01,PA608016
"Saint Nazaire Dance","66570 Saint Nazaire",Fonctionnement,1000.00,SIRÉ,Fernand,Pyrénées-Orientales,"Les Républicains",163-01,PA344492
"SAINT NAZAIRE LES EYMES","SAINT NAZAIRE LES EYMES","Réhabilitation de la caserne des pompiers",8600.00,VÉRAN,Olivier,Isère,"Socialiste, républicain et citoyen ",122-01,PA642788
"SAINT NICOLAS AUX BOIS","SAINT NICOLAS AUX BOIS","ACHAT DE MATERIEL ESPACES VERTS",2000.00,DOSIÈRE,René,Aisne,"Socialiste, républicain et citoyen",122-01,PA1155
"Saint Nom La Nature",SAINT-NOM-LA-BRETECHE,"Construction d'un préau",1500.00,GUAINO,Henri,Yvelines,"Les Républicains",140-01,PA609365
"Saint Ost","Saint Ost","Aménagement espace public",10000.00,MARTIN,Philippe,Gers,"Socialiste, républicain et citoyen",122-01,PA267278
"SAINT OUEN SOUS BAILLY","SAINT OUEN SOUS BAILLY","Agrandissement et mise aux normes de la salle des fêtes",5000.00,HUREL,Sandrine,Seine-Maritime,"Socialiste, républicain et citoyen",122-01,PA304016
"SAINT PAUL",,"Parafoudre de l'église",2000.00,MANCEL,Jean-François,Oise,"Les Républicains",122-01,PA2048
"SAINT PERDON","Jean Louis DARRIEUTORT                        20 Place de la Mairie                          40090 SAINT PERDON","Réhabilitation maison des associations sportives",10000.00,DELAUNAY,Florence,Landes,"Socialiste, républicain et citoyen",122-01,PA342539
"Saint Pierre d'Argençon","Saint Pierre d'Argençon","Travaux d'amélioration thermique de la bibliothèque, de la mairie, de la salle polyvalente",4800.00,BERGER,Karine,Hautes-Alpes,"Socialiste, républicain et citoyen",122-01,PA605143
"Saint Pierre de Varengeville","Saint Pierre de Varengeville","Aménagement d'un cabinet médical",10000.00,BOUILLON,Christophe,Seine-Maritime,"Socialiste, républicain et citoyen",122-01,PA267233
"SAINT PIERRE ES CHAMPS",,"Création d'un site internet",1500.00,MANCEL,Jean-François,Oise,"Les Républicains",122-01,PA2048
"Saint Privat","Saint Privat","Aménagement chemin piétonnier",10000.00,NAUCHE,Philippe,Corrèze,"Socialiste, républicain et citoyen",122-01,PA2265
"SAINT PRIVE","SAINT PRIVE","Rénovation lavoir",7000.00,SIRUGUE,Christophe,Saône-et-Loire,"Socialiste, républicain et citoyen",122-01,PA335017
"Saint Rémy sur Durolle","HdV - 13 rue de l'Hôtel de Ville - 63 550","Réhabilitation de l'hôtel-restaurant ""Le Chabnteclair""",11924.00,CHASSAIGNE,André,Puy-de-Dôme,"Gauche démocrate et républicaine",122-01,PA267306
"SAINT RIQUIER ES PLAINS","SAINT RIQUIER ES PLAINS","Acquisition de matériel informatique pour école primaire",1500.00,CHAUVEL,Dominique,Seine-Maritime,"Socialiste, républicain et citoyen",122-01,PA609222
"SAINT ROMAN DE CODIERES","SAINT ROMAN DE CODIERES","Acquisition d'un broyeur pour la mise en place d'une filière bois-énergie",10000.00,DUMAS,William,Gard,"Socialiste, républicain et citoyen",122-01,PA1193
"Saint Salvy de la Balme","Saint Salvy de la Balme","Aménagement des ateliers municipaux",5000.00,GOURJADE,Linda,Tarn,"Socialiste, républicain et citoyen",122-01,PA609578
"SAINT SANTIN","SAINT SANTIN","Aménagement Maison commune",10000.00,MARCEL,Marie-Lou,Aveyron,"Socialiste, républicain et citoyen",122-01,PA330546
"Saint Sauveur d'Emalleville","Saint Sauveur d'Emalleville","Extension et réhabilitation salle communale",15000.00,GRELIER,Estelle,Seine-Maritime,"Socialiste, républicain et citoyen",122-01,PA609218
"Saint Savin Sportif Rugby","Saint Savin",Fonctionnement,2000.00,MOYNE-BRESSAND,Alain,Isère,"Les Républicains",219-01,PA2250
"Saint Senoch","Saint Senoch","Aménagement d'un chemin",10000.00,BEFFARA,Jean-Marie,Indre-et-Loire,"Socialiste, républicain et citoyen",122-01,PA342332
"SAINT SIMON",,"Enfouissement des réseaux",10000.00,BERTRAND,Xavier,Aisne,"Les Républicains",122-01,PA267080
"SAINT SIMON",,"Sauvetage et mise en sécurité des vitraux de l'église",3000.00,BERTRAND,Xavier,Aisne,"Les Républicains",122-01,PA267080
"Saint Sulpice sur Loire","Saint Sulpice sur Loire","Rénovation de la Salle des Fêtes",13000.00,GOUA,Marc,Maine-et-Loire,"Socialiste, républicain et citoyen",122-01,PA333043
"SAINT THIBAUT",,"Achat tracteur",2000.00,MANCEL,Jean-François,Oise,"Les Républicains",122-01,PA2048
"SAINT THOMAS","SAINT THOMAS","AMENAGEMENT LOGEMENT SOCIAL",10000.00,DOSIÈRE,René,Aisne,"Socialiste, républicain et citoyen",122-01,PA1155
"SAINT THURIAL","SAINT THURIAL","Requalification centre gourg",20000.00,MARSAC,Jean-René,Ille-et-Vilaine,"Socialiste, républicain et citoyen",122-01,PA332206
"Saint Val Focale","14 rue d'Etennemare
76460 SAINT VALERY EN CAUX","Soutien au fonctionnement",1000.00,CHAUVEL,Dominique,Seine-Maritime,"Socialiste, républicain et citoyen",224-02,PA609222
"SAINT VALERY EN CAUX","SAINT VALERY EN CAUX","Création et rénovation d'aires de jeux extérieurs pour enfants",49500.00,CHAUVEL,Dominique,Seine-Maritime,"Socialiste, républicain et citoyen",122-01,PA609222
"Saint Véran","Saint Véran","réfection voierie communale",15000.00,GIRAUD,Joël,Hautes-Alpes,"Radical, républicain, démocrate et progressiste",122-01,PA267336
"SAINT VICTORET","SAINT VICTORET","création d'une mini salle des fêtes en centre-ville",20000.00,BURRONI,Vincent,Bouches-du-Rhône,"Socialiste, républicain et citoyen",122-01,PA695
"Saint vincent de Paul","Guillaume Chapdelaine
11 bis rue de la Paix
91260 Juvisy sur Orge","Achat d'un véhicule frigorifique pour la collecte hebdomadaire de produits frais",6000.00,SAS,Eva,Essonne,Écologiste,304-14,PA610002
"Saint Vincent de Paul Sainte Bernadette","19 av du château d'eau
33700 Merignac","Achat d'un camion réfirgéré pour denrhée alimentaires",4000.00,RÉCALDE,Marie,Gironde,"Socialiste, républicain et citoyen",304-14,PA341981
"SAINT VINCENT SUR JABRON","SAINT VINCENT SUR JABRON","Instruments de musique et malettes pédagogiques",810.00,CASTANER,Christophe,Alpes-de-Haute-Provence,"Socialiste, républicain et citoyen",122-01,PA605131
"SAINT WITZ","SAINT WITZ","Refection de la toiture du tennis club",10000.00,BLAZY,Jean-Pierre,Val-d'Oise,"Socialiste, républicain et citoyen",122-01,PA536
Saint-Aignan-des-Gués,Saint-Aignan-des-Gués,"Mise en accessibilité de la mairie",14000.00,CORRE,Valérie,Loiret,"Socialiste, républicain et citoyen",122-01,PA607256
SAINT-AIGNY,SAINT-AIGNY,"Aménagement du centre bourg",20000.00,CHANTEGUET,Jean-Paul,Indre,"Socialiste, républicain et citoyen",122-01,PA810
Saint-Allouestre,Saint-Allouestre,"Construction d'un skatepark",10000.00,"LE ROCH",Jean-Pierre,Morbihan,"Socialiste, républicain et citoyen",122-01,PA607606
SAINT-AMAND,SAINT-AMAND,"Achat de matériel et mobilier pour le restaurant scolaire",4500.00,VERGNIER,Michel,Creuse,"Socialiste, républicain et citoyen",122-01,PA2895
Saint-Amand-les-Eaux,"HdV 67bis Grand'Place - 59 230","Travaux pour la construction d'un palais des séniors",19297.00,BOCQUET,Alain,Nord,"Gauche démocrate et républicaine",122-01,PA551
Saint-Amand-les-Eaux,"HdV 67bis Grand'Place - 59 230","Désamiantage et démolition piscine Clemmersseune",85000.00,BOCQUET,Alain,Nord,"Gauche démocrate et républicaine",122-01,PA551
SAINT-AMANS,,"l'électrification du bâtiment technique, la pose de compteurs d'eau sur les bâtiments publics et l'acquisition de panneaux de sécurité routière",1000.00,MOREL-A-L'HUISSIER,Pierre,Lozère,"Les Républicains",122-01,PA266788
SAINT-AMARIN,,"la création d'un city park",26000.00,SORDI,Michel,Haut-Rhin,"Les Républicains",122-01,PA267013
Saint-Amour-Bellevue,Saint-Amour-Bellevue,,3500.00,THÉVENOUD,Thomas,Saône-et-Loire,"Députés non inscrits",122-01,PA608672
Saint-André,81250,"transformation de l'ancienne mairie en logement d'habitation de résident permanent",5000.00,FOLLIOT,Philippe,Tarn,"Union des démocrates et indépendants",122-01,PA267673
Saint-André,Saint-André,"Aménagement rue St-Michel",4000.00,AYLAGAS,Pierre,Pyrénées-Orientales,"Socialiste, républicain et citoyen",122-01,PA608348
"Saint-André de la Roche",06730,"travaux d'aménagement de locaux administratifs",11000.00,SALLES,Rudy,Alpes-Maritimes,"Union des démocrates et indépendants",122-01,PA2667
SAINT-ANDRE-DE-CORCY,,"la création d'un espace d'activités et de loisirs de plein air au lieu-dit ""Favrot""",10000.00,"DE LA VERPILLIÈRE",Charles,Ain,"Les Républicains",122-01,PA1012
SAINT-ANDRE-DE-LIDON,,"la construction d'un club-house attenant aux vestiaires de football",10000.00,BUSSEREAU,Dominique,Charente-Maritime,"Les Républicains",122-01,PA696
Saint-André-le-Désert,Saint-André-le-Désert,,5000.00,THÉVENOUD,Thomas,Saône-et-Loire,"Députés non inscrits",122-01,PA608672
SAINT-ANDRE-LEZ-LILLE,,"l'installation de 2 classes numériques dans les groupes scolaires Peupliers et Schuman",7000.00,DAUBRESSE,Marc-Philippe,Nord,"Les Républicains",122-01,PA1001
SAINT-ARNAC,,"la réhabilitation de l'appartement communal situé au-dessus de la mairie",7000.00,SIRÉ,Fernand,Pyrénées-Orientales,"Les Républicains",122-01,PA344492
SAINT-ARNOULT,,"l'installation d'une nouvelle aire de jeux située avenue Michel d'Ornano",6000.00,AMELINE,Nicole,Calvados,"Les Républicains",122-01,PA259
SAINT-ARNOULT-DES-BOIS,,"l'acquisition d'une cellule de refroidissement, d'un enregistreur pour armoire froide et de mobilier pour le restaurant scolaire",2800.00,"DE LA RAUDIÈRE",Laure,Eure-et-Loir,"Les Républicains",122-01,PA331567
Saint-Aubin,Saint-Aubin,"Rénovation et amélioration de deux terrains de tennis",20000.00,OLIVIER,Maud,Essonne,"Socialiste, républicain et citoyen",122-01,PA609983
"Saint-Aubin Guérande Football",Guérande,Fonctionnement,3500.00,PRIOU,Christophe,Loire-Atlantique,"Les Républicains",219-01,PA267728
SAINT-AUBIN-SUR-YONNE,,"l'aménagement du parking de la mairie",5000.00,FORT,Marie-Louise,Yonne,"Les Républicains",122-01,PA336576
Saint-Aybert,59163,"rénovation du logement de fonction de l'école Charles Fernand",2000.00,DEGALLAIX,Laurent,Nord,"Union des démocrates et indépendants",122-01,PA702053
SAINT-BARTHELEMY,,"l'extension et la réhabilitation du restaurant scolaire",10000.00,BARBIER,Jean-Pierre,Isère,"Les Républicains",122-01,PA606888
"Saint-Barthélemy d'Anjou","Saint-Barthélemy d'Anjou","équipement numérique pédagogique - école",5658.00,BELOT,Luc,Maine-et-Loire,"Socialiste, républicain et citoyen",122-01,PA607310
